appid,Title,Type,Price,Release_Date,Rating,Required_Age,Is_Multiplayer
399834,"Awesomenauts - Rockstar Announcer","dlc",3.49,"2015-12-02 00:00:00",-1,0,1
372301,"Act 1 Soundtrack","dlc",4.99,"2015-07-15 00:00:00",-1,0,0
17430,"Need for Speed Undercover","game",9.99,"2008-12-19 00:00:00",65,0,1
200490,"Memento Mori","game",12.99,"2012-11-09 00:00:00",66,17,0
271414,"Rocksmith® 2014 – Aerosmith - “Same Old Song and Dance”","dlc",2.99,"2014-01-07 00:00:00",-1,0,0
436591,"Rocksmith® 2014 – Edgar Winter - “Free Ride”","dlc",2.99,"2016-03-29 00:00:00",-1,0,0
445460,"Trainz Driver DLC: Chinese Electric SS4","dlc",17.99,"2016-02-17 00:00:00",-1,0,1
334230,"Town of Salem","game",4.99,"2014-12-15 00:00:00",-1,0,1
333830,"Franchise Hockey Manager 2","game",19.99,"2015-09-28 00:00:00",79,0,1
295043,"Rocksmith® 2014 – Killswitch Engage - “Holy Diver”","dlc",2.99,"2014-11-04 00:00:00",-1,0,0
262352,"Marvel Heroes 2015 - Cable Hero Pack","dlc",19.99,"2013-11-27 00:00:00",-1,0,0
295060,"Rocksmith® 2014 – Bon Jovi - “You Give Love A Bad Name”","dlc",2.99,"2014-12-02 00:00:00",-1,0,0
16060,"Samantha Swift and the Golden Touch","game",9.99,"2009-04-29 00:00:00",-1,0,0
410940,"Dungeon of the Endless™ - Death Gamble Update","dlc",0,"2015-10-28 00:00:00",-1,0,1
270750,"Realms of Arkania 2 - Star Trail Classic","game",3.99,"2014-01-10 00:00:00",-1,0,0
295184,"Class 08 Railfreight Add-On Livery","dlc",4.99,"2015-02-17 00:00:00",-1,0,0
336900,"Son of Nor: Warriors of Nor","dlc",1.99,"2015-06-11 00:00:00",-1,0,1
221770,"Tryst Demo","demo",0,"2012-09-26 00:00:00",50,0,0
393040,"Sakura Clicker - Spear Weapon","dlc",0.99,"2015-08-11 00:00:00",-1,17,0
321800,"Icewind Dale: Enhanced Edition","game",19.99,"2014-10-30 00:00:00",80,0,1
31810,"Nancy Drew®: Last Train to Blue Moon Canyon","game",6.99,"2009-10-10 00:00:00",77,0,0
91330,"Iron Front: Digital War Edition","game",14.99,"2012-05-25 00:00:00",55,0,1
224167,"Borderlands 2: Commando Haggard Hunter Pack","dlc",0.99,"2013-07-02 00:00:00",-1,17,0
38000,"Mahjong Quest Collection","game",9.99,"2009-08-24 00:00:00",-1,0,0
348180,"Starship Traveller","game",9.99,"2015-03-11 00:00:00",-1,0,0
346770,"Quarries of Scred","game",5.99,"2015-04-22 00:00:00",-1,0,0
412241,"MechWarrior Online™ - Medium ‘Mech Performance Steam Pack","dlc",39.99,"2015-12-10 00:00:00",-1,0,1
376230,"Taimumari — Soundtrack","dlc",1.99,"2015-12-25 00:00:00",-1,0,0
323020,"Destructamundo","game",4.99,"2015-01-28 00:00:00",-1,0,0
344630,"Princess Evangile All Ages Version","game",34.99,"2015-03-27 00:00:00",-1,13,0
222520,"Champions of Regnum","game",0,"2013-02-27 00:00:00",-1,0,0
426010,"Womb Room","game",1.99,"2016-04-04 00:00:00",-1,0,0
368750,"Nebula Online","game",29.99,"2016-01-05 00:00:00",-1,12,1
373460,"Fury Of The Gods","game",3.99,"2015-06-04 00:00:00",-1,0,0
366010,"Generic Space Shooter","game",2.99,"2016-03-11 00:00:00",-1,0,0
390408,"Rocksmith® 2014 – Mötley Crüe - “Girls, Girls, Girls”","dlc",2.99,"2015-12-15 00:00:00",-1,0,0
412050,"HordeZ","game",15.99,"2016-04-29 00:00:00",-1,0,1
335420,"????????? ??????","game",15.99,"2015-01-08 00:00:00",-1,0,0
436220,"A-10 VR","game",4.99,"2016-04-05 00:00:00",-1,0,0
298280,"XenoRaptor","game",14.99,"2014-06-16 00:00:00",-1,0,1
46340,"Theatre of War 2: Africa 1943","game",8.99,"2010-07-09 00:00:00",63,0,1
268124,"Liquid Rhythm BeatForm Tumbler","dlc",5.99,"2014-03-28 00:00:00",-1,0,0
421140,"Blades of the Righteous","game",3.99,"2016-03-07 00:00:00",-1,0,0
294984,"Rocksmith® 2014 – Duran Duran - “Rio”","dlc",2.99,"2014-08-19 00:00:00",-1,0,0
357330,"Space Beast Terror Fright","game",14.99,"2015-04-06 00:00:00",-1,0,1
395860,"The Last Dream: Developer's Edition","game",9.99,"2015-12-03 00:00:00",-1,0,0
391190,"Dolguth","game",5.99,"2015-10-20 00:00:00",-1,0,1
442020,"Project Graviton - Soundtrack","dlc",0.99,"2016-02-12 00:00:00",-1,0,0
51010,"My Tribe","game",9.99,"2010-04-21 00:00:00",-1,0,0
418120,"Cally's Caves 3","game",4.99,"2016-01-05 00:00:00",-1,0,0
390448,"Rocksmith® 2014 – Sister Hazel - “All For You”","dlc",2.99,"2016-02-09 00:00:00",-1,0,0
285840,"Enemy Mind","game",9.99,"2014-06-06 00:00:00",-1,0,0
34288,"Eternal Champions™","game",2.99,"2010-09-13 00:00:00",-1,13,0
299290,"Fantasy Grounds - Call of Cthulhu Ruleset","dlc",14.99,"2014-05-09 00:00:00",-1,0,1
406090,"Lost Moon","game",7.99,"2015-09-28 00:00:00",-1,0,0
32900,"Restaurant Empire II","game",19.99,"2009-05-27 00:00:00",64,0,0
34178,"Napoleon: Total War™ - Coalition Battle Pack","dlc",2.99,"2010-05-05 00:00:00",-1,0,0
341160,"Steam Heroes","game",5.99,"2015-01-30 00:00:00",-1,0,0
255030,"Echo Prime","game",4.99,"2014-01-28 00:00:00",-1,0,0
363810,"Ossuary Demo","demo",0,"2015-05-11 00:00:00",-1,0,0
455520,"RPG Maker MV - Medieval: Town & Country","dlc",9.99,"2016-03-25 00:00:00",-1,0,0
335950,"Insecters War","game",5.99,"2016-02-15 00:00:00",-1,0,1
247350,"Artemis Spaceship Bridge Simulator","game",6.99,"2013-09-16 00:00:00",-1,0,1
331960,"Fantasy Grounds - C&C: Rune Lore","dlc",24.99,"2014-11-04 00:00:00",-1,0,1
414920,"Corgi Warlock","game",4.99,"2015-12-03 00:00:00",-1,0,0
226992,"Pinball FX2 - Zen Classics Pack","dlc",9.99,"2013-05-10 00:00:00",-1,0,0
253830,"Challenger Starter Pack","dlc",9.99,"2013-10-31 00:00:00",-1,13,1
363520,"Goliath","game",0,"2016-05-01 00:00:00",-1,0,1
219990,"Grim Dawn","game",24.99,"2016-02-25 00:00:00",83,0,1
48231,"Might & Magic: Heroes VI - Pirates of the Savage Sea Adventure Pack","dlc",9.99,"2012-07-12 00:00:00",-1,0,0
297130,"Titan Souls","game",14.99,"2015-04-14 00:00:00",74,0,0
393500,"Fran Bow Demo","demo",0,"2015-08-17 00:00:00",-1,0,0
258655,"Train Simulator: Metro-North P32 AC-DM 'Genesis' Loco Add-On","dlc",19.99,"2014-07-10 00:00:00",-1,0,0
24070,"Train Simulator: Fowler 4F Loco Add-On","dlc",19.99,"2010-06-28 00:00:00",-1,0,0
346040,"Joe's Diner","game",7.99,"2015-03-31 00:00:00",-1,0,0
317832,"Fantasy Grounds - Deadlands Noir - The Old Absinthe House Blues (Adventure)","dlc",4.99,"2014-08-06 00:00:00",-1,0,1
357100,"Official Guide - Millennium 5","dlc",4.99,"2015-05-29 00:00:00",-1,0,0
282640,"LOST ORBIT","game",11.99,"2015-05-12 00:00:00",72,0,0
216390,"Fallen Enchantress: Ultimate Edition","game",39.99,"2012-10-23 00:00:00",78,0,0
36240,"Kuros","game",6.99,"2009-09-21 00:00:00",-1,0,0
264260,"Global Outbreak: Doomsday Edition","game",8.99,"2014-08-11 00:00:00",-1,0,0
310370,"The Way of Life","game",0,"2014-12-29 00:00:00",-1,0,0
434980,"Onion Force","game",9.99,"2016-03-02 00:00:00",-1,0,0
397580,"Moonbase 332","game",4.99,"2015-09-18 00:00:00",-1,0,0
387140,"City Quest Demo","demo",0,"2015-08-20 00:00:00",-1,0,0
210034,"Street Fighter X Tekken: Guile (Swap Costume)","dlc",0.99,"1970-01-01 00:00:00",-1,0,1
356160,"The Emptiness Deluxe Edition","game",9.99,"2015-04-17 00:00:00",-1,0,0
202522,"Dungeon Defenders Development Kit (Free DLC)","dlc",0,"2011-11-11 00:00:00",-1,0,0
211420,"DARK SOULS™: Prepare To Die™ Edition","game",19.99,"2012-08-23 00:00:00",85,17,1
9970,"Star Raiders","game",9.99,"2011-05-11 00:00:00",-1,0,0
222584,"Train Simulator: Class A4 Pacifics Loco Add-On","dlc",27.99,"2013-05-29 00:00:00",-1,0,0
401680,"POSTAL Redux","game",0,"1970-01-01 00:00:00",-1,0,0
339500,"Blasted Fortress","game",4.99,"2015-01-08 00:00:00",-1,0,0
214990,"Hearts of Iron III: Italian Vehicle Pack","dlc",1.99,"2013-07-30 00:00:00",-1,0,1
433110,"Zipple World","game",4.99,"2016-01-19 00:00:00",-1,0,0
397570,"Shmadow","game",1.99,"2015-11-03 00:00:00",-1,0,0
222082,"Rocksmith - Cheap Trick - Surrender","dlc",2.99,"2013-01-29 00:00:00",-1,0,0
203990,"SATAZIUS","game",5.99,"2011-12-16 00:00:00",-1,0,0
356500,"STAR WARS™ Galactic Battlegrounds Saga","game",5.99,"2016-03-01 00:00:00",-1,0,0
291860,"Pit People","game",0,"1970-01-01 00:00:00",-1,0,1
379544,"FSX: Steam Edition - Rutan 61 Long EZ Add-On","dlc",9.99,"2016-02-16 00:00:00",-1,0,1
278080,"DYNASTY WARRIORS 8: Xtreme Legends Complete Edition","game",49.99,"2014-05-13 00:00:00",71,0,0
388680,"Unfinished - An Artist's Lament","game",4.99,"2015-08-04 00:00:00",-1,0,0
295096,"Rocksmith® 2014 – Soundgarden - “Fell On Black Days”","dlc",2.99,"2015-01-13 00:00:00",-1,0,0
40710,"Machinarium Demo","demo",0,"2009-10-05 00:00:00",85,0,0
312980,"Graviteam Tactics: Mius-Front","game",34.99,"2016-03-04 00:00:00",-1,0,0
426430,"Escape From New York","video",3.99,"2016-04-22 00:00:00",-1,0,0
327930,"Darklands","game",6.99,"2014-10-17 00:00:00",-1,0,0
18700,"And Yet It Moves","game",9.99,"2009-04-02 00:00:00",75,0,0
383907,"Football Manager 2016 Touch Mode - Son Generated","dlc",2.99,"2015-11-12 00:00:00",-1,0,1
341141,"Uncharted Waters Online: Gran Atlas - Sentinel of the Sea Pack","dlc",29.99,"2015-02-12 00:00:00",-1,0,0
218660,"iBomber Attack","game",5.99,"2012-11-01 00:00:00",-1,0,0
437530,"A Blind Legend","game",6.99,"2016-04-07 00:00:00",-1,0,0
351060,"Outpost 13","game",4.99,"2015-10-26 00:00:00",-1,18,0
315920,"Stonerid","game",4.99,"2014-08-15 00:00:00",-1,0,0
341840,"Wendigo Monster Skin Pack","dlc",6.99,"2015-02-10 00:00:00",-1,17,1
325760,"Cannon Brawl Demo","demo",0,"2015-08-13 00:00:00",-1,0,1
385710,"INK","game",4.99,"2015-08-05 00:00:00",68,0,0
249094,"CoH 2 - German Commander: Encirclement Doctrine","dlc",3.99,"2014-09-09 00:00:00",-1,17,1
222114,"Rocksmith - Billy Idol - White Wedding (Part 1)","dlc",2.99,"2013-04-30 00:00:00",-1,0,0
411740,"Yet Another World","game",3.99,"2015-11-30 00:00:00",-1,0,0
399020,"Without Within 2 - Original soundtrack","dlc",1.99,"2015-11-09 00:00:00",-1,0,0
251590,"Soul Saga","game",0,"1970-01-01 00:00:00",-1,0,0
250150,"Tactical Intervention - Terrorist Starter Pack","dlc",4.99,"2013-10-08 00:00:00",-1,0,1
271475,"Rocksmith® 2014 – Bob Dylan - “Just Like a Woman”","dlc",2.99,"2014-04-08 00:00:00",-1,0,0
65259,"Train Simulator: BNSF SD75 Loco Add-On","dlc",7.99,"2012-05-10 00:00:00",-1,0,0
12380,"Jagged Alliance 2 Gold","game",19.99,"2006-07-06 00:00:00",-1,0,0
316963,"Su-27: The Ultimate Argument Campaign","dlc",9.99,"2015-01-12 00:00:00",-1,0,0
206162,"Rocksmith - David Bowie - The Man Who Sold The World","dlc",2.99,"2012-10-16 00:00:00",-1,0,0
401041,"Disney Infinity 3.0 - Mr. Incredible","dlc",4.99,"2015-10-29 00:00:00",-1,0,0
38740,"EDGE","game",7.99,"2011-08-11 00:00:00",74,0,0
211740,"Thief™ II: The Metal Age","game",6.99,"2012-05-22 00:00:00",87,17,0
9950,"Blade Kitten Demo","demo",0,"2010-09-22 00:00:00",52,0,0
395237,"HELLDIVERS™ - Specialist Pack","dlc",2.99,"2015-12-07 00:00:00",-1,12,1
235250,"Super Sanctum TD","game",3.99,"2013-05-09 00:00:00",-1,0,0
375480,"Chronicon","game",9.99,"2015-07-28 00:00:00",-1,0,0
407940,"Hyper Bounce Blast","game",0,"2016-05-27 00:00:00",-1,0,0
219760,"Beyond Divinity","game",5.99,"2012-10-29 00:00:00",73,0,0
413890,"Robotpencil Presents: Advanced Design Tips","video",19.99,"2015-11-05 00:00:00",-1,0,0
222542,"Train Simulator: Norfolk Southern Heritage ES44ACs Loco Add-On","dlc",19.99,"2013-02-07 00:00:00",-1,0,0
336370,"LISA: Original Soundtrack + Art Collection","dlc",6.99,"2014-12-15 00:00:00",-1,0,0
413801,"Kung Fu Panda: Jombie Porcupine and Jombie Master Croc","dlc",1.99,"2016-01-29 00:00:00",-1,0,1
412670,"Bullet Heaven 2","game",11.99,"2015-12-07 00:00:00",-1,0,0
421162,"MX vs. ATV Supercross Encore - Supercross Track Pack 4","dlc",9.99,"2016-01-08 00:00:00",-1,0,1
331071,"Call of Duty®: Advanced Warfare - Hot Rod Exoskeleton Pack","dlc",2.99,"2015-01-15 00:00:00",-1,17,1
362010,"Fantasy Grounds - PFRPG The Road to Revolution: The Campaign (PFRPG)","dlc",34.99,"2015-04-03 00:00:00",-1,0,1
409990,"Super Game Jam","video",9.99,"2014-05-22 00:00:00",-1,0,0
374130,"Color Assembler Demo","demo",0,"2015-06-08 00:00:00",-1,0,0
244630,"NEOTOKYO","game",0,"2014-07-04 00:00:00",-1,0,1
263940,"Red Baron Pack","game",9.99,"2016-01-07 00:00:00",-1,0,1
299500,"International Snooker","game",12.99,"2014-05-30 00:00:00",-1,0,1
350130,"World of Guns:Texture Pack 1","dlc",4.99,"2015-02-18 00:00:00",-1,0,0
353890,"Casey Powell Lacrosse 16","game",49.99,"2016-03-08 00:00:00",-1,0,1
240611,"MotoGP™13: Red Bull Rookies Cup","dlc",1.99,"2013-09-18 00:00:00",-1,0,1
248550,"Megabyte Punch","game",14.99,"2013-10-15 00:00:00",69,0,0
365770,"Volume","game",19.99,"2015-08-18 00:00:00",80,0,0
337350,"Flywrench","game",9.99,"2015-08-24 00:00:00",-1,0,0
408660,"Caffeine - Episode One (Standalone)","dlc",6.99,"2015-10-12 00:00:00",-1,0,0
366810,"Dungeon Hero","game",6.99,"2015-07-07 00:00:00",-1,0,0
49900,"Plain Sight","game",4.99,"2010-04-05 00:00:00",76,0,1
105800,"PixelJunk™ Eden","game",9.99,"2012-02-02 00:00:00",81,0,0
293460,"I Shall Remain","game",9.99,"2015-08-24 00:00:00",-1,0,0
276730,"Tango Fiesta","game",12.99,"2015-09-24 00:00:00",-1,0,1
252210,"Dungeon Dashers","game",9.99,"2013-10-25 00:00:00",-1,0,0
246620,"Plague Inc: Evolved","game",14.99,"2016-02-18 00:00:00",-1,0,1
57697,"Tropico 4: Quick-dry Cement DLC","dlc",2.99,"2012-02-07 00:00:00",-1,0,0
339560,"Man Alive","game",4.99,"2015-05-25 00:00:00",-1,0,0
441790,"Fragmented","game",24.99,"2016-04-26 00:00:00",-1,0,1
97340,"Magic: The Gathering - Duels of the Planeswalkers 2013 Demo","demo",0,"2012-06-20 00:00:00",77,0,0
33210,"Dawn of Discovery™","game",9.99,"2009-06-23 00:00:00",82,0,0
293110,"Pinball FX2 - Star Wars™ Pinball: Heroes Within Pack","dlc",9.99,"2014-04-30 00:00:00",-1,0,0
15400,"Harvest: Massive Encounter","game",7.99,"2009-01-23 00:00:00",-1,0,0
318850,"Saint's Row: Gat Out of Hell - Devil's Workshop Pack","dlc",1.99,"2015-03-24 00:00:00",-1,0,0
258362,"Rocksmith® 2014 – Alice in Chains - “Check My Brain”","dlc",2.99,"2013-11-12 00:00:00",-1,0,0
379553,"FSX: Steam Edition - Albatros D.III (Oef) 253","dlc",9.99,"2015-10-07 00:00:00",-1,0,1
223630,"AirBuccaneers","game",0,"1970-01-01 00:00:00",74,0,1
348610,"eden* Demo","demo",0,"2015-02-04 00:00:00",-1,17,0
363350,"Fort Defense - Atlantic Ocean","dlc",2.99,"2015-06-29 00:00:00",-1,0,0
210044,"Street Fighter X Tekken: Vega (Swap Costume)","dlc",0.99,"2012-07-20 00:00:00",-1,0,1
242880,"Sir, You Are Being Hunted","game",19.99,"2014-05-02 00:00:00",63,0,1
272990,"GAUGE","game",3.99,"2014-05-23 00:00:00",-1,0,0
364840,"N2O: Nitrous Oxide","game",4.99,"2015-06-29 00:00:00",-1,0,0
428750,"Neon Chrome","game",14.99,"2016-04-28 00:00:00",-1,0,0
318290,"Wargame Red Dragon - Second Korean War DLC","dlc",0,"2014-09-02 00:00:00",-1,0,1
352620,"Porcunipine","game",9.99,"2015-05-21 00:00:00",-1,0,1
401034,"Disney Infinity 3.0 - Merida","dlc",4.99,"2015-10-29 00:00:00",-1,0,0
329551,"Alea Jacta Est Spartacus 73BC","dlc",3.99,"2014-11-04 00:00:00",-1,0,1
373750,"DinoSystem","game",7.99,"2015-06-25 00:00:00",-1,0,0
336610,"Outcast 1.1","game",5.99,"2014-12-18 00:00:00",-1,0,0
258396,"Rocksmith® 2014 – Muse - “Muscle Museum”","dlc",2.99,"2013-12-17 00:00:00",-1,0,0
416530,"Tacopocalypse","game",9.99,"2016-01-15 00:00:00",-1,0,0
200860,"Batman Arkham City: Arkham City Skins Pack","dlc",0,"2011-12-21 00:00:00",-1,0,0
449120,"Nanobots","game",3.99,"2016-03-15 00:00:00",-1,0,0
303940,"CAPSULE","game",4.99,"2014-05-29 00:00:00",-1,0,0
398710,"Timberman","game",0.99,"2015-09-18 00:00:00",-1,0,1
219625,"Sealed Play Deck - Slot 06","dlc",8.99,"1970-01-01 00:00:00",-1,0,1
223670,"F1 2013","game",24.99,"2013-10-03 00:00:00",77,0,1
422420,"Godus Wars","game",14.99,"2016-02-03 00:00:00",-1,0,0
204284,"Anno 2070™ - The Central Statistical Package","dlc",0.99,"2012-03-26 00:00:00",-1,0,1
335930,"Atavism MMO Creator","game",399,"2015-01-20 00:00:00",-1,0,0
362350,"Boss Monster","game",4.99,"2016-04-28 00:00:00",-1,0,1
403980,"World Ship Simulator","game",14.99,"2015-11-17 00:00:00",-1,0,0
268101,"Call of Duty®: Ghosts - Wolf Skin","dlc",1.99,"2014-01-14 00:00:00",-1,17,1
316910,"Tales of Maj'Eyal - Ashes of Urh'Rok","dlc",3.99,"2014-10-27 00:00:00",-1,0,0
209690,"Fieldrunners","game",4.99,"2012-05-24 00:00:00",-1,0,0
34660,"Massive Assault Network 2 Demo","demo",0,"2009-11-17 00:00:00",72,0,0
318511,"Euro Truck Simulator 2 - Czech Paint Jobs Pack","dlc",0.99,"2014-10-24 00:00:00",-1,0,0
435520,"Sebastien Loeb Rally EVO Demo","demo",0,"2016-01-21 00:00:00",-1,0,0
426740,"RTK Maker - Face CG Koei SLG Set - ?????????????????SLG????+????","dlc",4.99,"2015-12-23 00:00:00",-1,0,0
391570,"UNDERTALE Soundtrack","dlc",9.99,"2015-09-15 00:00:00",-1,0,0
57620,"Patrician IV - Steam Special Edition","game",19.99,"2010-09-17 00:00:00",66,0,0
401690,"Life in Bunker","game",15.99,"2016-02-25 00:00:00",-1,0,0
380120,"Celia's Quest","game",9.99,"2015-06-24 00:00:00",-1,0,0
417630,"The Expendables","video",3.99,"2016-04-22 00:00:00",-1,0,0
319390,"Blinding Dark Demo","demo",0,"2014-09-02 00:00:00",-1,0,0
295087,"Rocksmith® 2014 – Linkin Park - “Guilty All The Same”","dlc",2.99,"2015-01-06 00:00:00",-1,0,0
429950,"ABO MANDO","game",1.99,"2015-12-31 00:00:00",-1,0,0
439190,"Stories: The Path of Destinies","game",14.99,"2016-04-12 00:00:00",75,0,0
306200,"The Happy Hereafter","game",3.99,"2014-06-05 00:00:00",-1,0,0
297290,"Detective Case and Clown Bot in: Murder in the Hotel Lisbon","game",5.99,"2014-07-17 00:00:00",-1,0,0
215920,"Magic 2014 “Bounce and Boon” Foil Conversion","dlc",0.99,"2013-11-06 00:00:00",-1,0,1
431980,"One Manga Day - Russian Voiceover","dlc",0,"2016-01-01 00:00:00",-1,0,0
326026,"TS Marketplace: BDO 60T Unfitted Bogie Bolster Wagon Pack","dlc",4.99,"2015-12-04 00:00:00",-1,0,0
399860,"Steel Armor: Basra 86","dlc",9.99,"2015-09-28 00:00:00",-1,0,0
390657,"Sakura Clicker - Maid Dress","dlc",0.99,"2015-07-29 00:00:00",-1,0,0
12820,"Overlord II Demo","demo",0,"2009-06-18 00:00:00",-1,0,0
291640,"Mirror Mysteries 2","game",4.99,"2014-04-10 00:00:00",-1,0,0
274700,"868-HACK","game",5.65,"2015-01-26 00:00:00",-1,0,0
401025,"Disney Infinity 3.0 - Falcon","dlc",4.99,"2015-10-29 00:00:00",-1,0,0
345660,"RIDE","game",39.99,"2015-03-27 00:00:00",68,0,1
405130,"Tabletop Simulator - Cosmic Encounter Connector","dlc",9.99,"2015-09-29 00:00:00",-1,0,1
268613,"RPG Maker: Zonderland","dlc",7.99,"2013-12-13 00:00:00",-1,0,0
218820,"Mercenary Kings","game",19.99,"2014-03-25 00:00:00",76,12,1
406520,"Read Only Memories - Sounds of Neo-SF","dlc",4.99,"2015-10-06 00:00:00",-1,0,0
448560,"Mind Games","game",2.99,"2016-03-04 00:00:00",-1,0,0
390415,"Rocksmith® 2014 – Stone Temple Pilots - “Creep”","dlc",2.99,"2015-12-22 00:00:00",-1,0,0
445472,"Trainz Driver DLC: CSX Transportation - GE B30-7","dlc",16.99,"2016-02-17 00:00:00",-1,0,1
355030,"CyberLink PowerDirector 14 Ultra","game",69.99,"2015-11-19 00:00:00",-1,0,0
282515,"Alien: Isolation: - Lost Contact","dlc",7.99,"2015-02-10 00:00:00",-1,0,0
229751,"RPG Maker: High Fantasy 2 Resource Pack","dlc",29.99,"2013-03-05 00:00:00",-1,0,0
280,"Half-Life: Source","game",9.99,"2004-06-01 00:00:00",-1,0,0
258070,"Probability 0","game",6.99,"2014-06-12 00:00:00",-1,0,0
448830,"ASMR Universe","game",2.99,"2016-03-03 00:00:00",-1,0,0
211820,"Starbound","game",14.99,"2013-12-04 00:00:00",-1,0,1
311980,"Isomer","game",9.99,"2014-07-11 00:00:00",-1,0,0
357261,"RPG Maker: Wild Steam Resource Pack","dlc",29.99,"2015-05-01 00:00:00",-1,0,0
209100,"Resident Evil: Operation Raccoon City","game",29.99,"2012-05-18 00:00:00",48,17,1
423610,"Where's My Mommy?","game",5.99,"2016-03-01 00:00:00",-1,13,0
340880,"Solar War","game",19.99,"2015-01-06 00:00:00",-1,0,0
215120,"ROSE Online","game",0,"2012-10-23 00:00:00",-1,0,1
330520,"Tail Drift","game",9.99,"2014-10-29 00:00:00",-1,0,0
246050,"Farming Simulator 2013 - Official Expansion (Titanium)","dlc",19.99,"2013-10-09 00:00:00",-1,0,1
286910,"The Amazing Spider-Man 2™ - Iron Spider Suit","dlc",1.99,"2014-06-03 00:00:00",-1,0,0
396360,"LowcoBall","game",0.99,"2015-12-09 00:00:00",-1,0,0
99100,"Dungeons and Dragons: Daggerdale","game",14.99,"2011-06-24 00:00:00",-1,0,1
218680,"Scribblenauts Unlimited","game",19.99,"2012-11-19 00:00:00",75,0,0
422471,"Fireshark Epic Rockets","dlc",1.99,"2015-12-21 00:00:00",-1,0,1
457600,"Emerge: Cities of the Apocalypse","game",7.99,"2016-04-27 00:00:00",-1,0,0
376750,"World War II GI","game",6.99,"2015-11-13 00:00:00",-1,0,0
232950,"Bridge Project","game",19.99,"2013-03-28 00:00:00",-1,0,0
411410,"Metal Reaper Online - Special Reinforce Package","dlc",99.99,"2015-11-23 00:00:00",-1,0,0
49604,"Beat Hazard Ultra","dlc",4.99,"2011-06-16 00:00:00",-1,0,1
429450,"Counter-Strike Nexon: Zombies - Rivals DLC","dlc",14.99,"2015-12-22 00:00:00",-1,0,1
285350,"Kingdom Elemental","game",3.99,"2014-05-02 00:00:00",-1,0,0
317790,"Rexaura","mod",0,"2014-12-10 00:00:00",-1,0,0
377500,"Prismatica","game",4.99,"2015-07-01 00:00:00",-1,0,0
55472,"Warhammer 40,000: Space Marine - Blood Angels Veteran Armour Set","dlc",2.99,"2011-12-20 00:00:00",-1,17,1
254150,"Unholy Heights Demo","demo",0,"2013-08-16 00:00:00",-1,0,0
390373,"Rocksmith® 2014 – All Time Low Song Pack","dlc",7.99,"2015-10-20 00:00:00",-1,0,0
245172,"Skullgirls: Color Palette Bundle","dlc",1.99,"2013-09-05 00:00:00",-1,0,1
358170,"Arctic Adventure","game",0,"2014-05-05 00:00:00",-1,0,0
294954,"Rocksmith® 2014 – Deftones - “Change (In the House of Flies)”","dlc",2.99,"2014-07-15 00:00:00",-1,0,0
382800,"Daylight","video",1.99,"2015-07-17 00:00:00",-1,14,0
7940,"Call of Duty® 4: Modern Warfare®","game",19.99,"2007-11-12 00:00:00",92,17,1
249170,"DARK - Cult of the Dead DLC","dlc",4.99,"2013-12-05 00:00:00",-1,17,0
37260,"Emerald City Confidential™","game",9.99,"2009-08-12 00:00:00",71,0,0
275807,"BR Green Class 08 Add-on Livery","dlc",4.99,"2014-04-15 00:00:00",-1,0,0
397800,"BattleQuiz","game",2.99,"2015-09-03 00:00:00",-1,0,0
224480,"Octodad: Dadliest Catch","game",14.99,"2014-01-30 00:00:00",69,0,0
24410,"Crusaders: Thy Kingdom Come","game",9.99,"2009-10-08 00:00:00",-1,0,1
247291,"Saints Row IV: Grass Roots Pack","dlc",2.99,"2013-08-27 00:00:00",-1,17,0
369817,"Rocksmith® 2014 – The All-American Rejects - “Move Along”","dlc",2.99,"2015-09-08 00:00:00",-1,0,0
400937,"Disney Infinity 3.0 - Inside Out Character Pack","dlc",16.99,"2015-10-29 00:00:00",-1,0,0
222094,"Rocksmith - Judas Priest - You've Got Another Thing Comin'","dlc",2.99,"2013-02-19 00:00:00",-1,0,0
391730,"Crashlands","game",14.99,"2016-01-21 00:00:00",78,0,0
33970,"ARMA II: Operation Arrowhead Demo","demo",0,"2010-07-20 00:00:00",73,0,0
47892,"The Sims™ 3 World Adventures","dlc",19.99,"2011-01-27 00:00:00",81,0,0
263700,"Muffin Knight","game",6.99,"2014-05-01 00:00:00",-1,0,1
267720,"Sword of the Stars: The Pit Soundtrack","dlc",4.99,"2014-02-03 00:00:00",-1,0,0
310100,"Natural Selection 2 - Reaper Pack","dlc",5.99,"2014-10-31 00:00:00",-1,0,1
385190,"Celestial Tear: Demon's Revenge","game",5.99,"2015-11-19 00:00:00",-1,0,0
55410,"Warhammer 40,000: Space Marine Demo","demo",0,"2011-08-18 00:00:00",74,0,1
397160,"Aurora Dusk: Steam Age","game",9.99,"2016-04-28 00:00:00",-1,0,0
281346,"Call of Duty®: Ghosts - Blunt Force Pack","dlc",1.99,"2014-05-22 00:00:00",-1,17,1
409450,"The Fall of the Dungeon Guardians","game",19.99,"2015-11-06 00:00:00",-1,0,0
15370,"Heroes of Might & Magic V: Tribes of the East","game",9.99,"2008-10-10 00:00:00",70,0,0
369400,"Let the Cat in","game",0,"2015-08-27 00:00:00",-1,0,0
19030,"Rocket Knight","game",14.99,"2010-05-11 00:00:00",63,0,0
369765,"Rocksmith® 2014 – Primus - “Wynona’s Big Brown Beaver”","dlc",2.99,"2015-06-23 00:00:00",-1,0,0
