appid,Title,Type,Price,Release_Date,Rating,Required_Age,Is_Multiplayer
237930,"Transistor","game",19.99,"2014-05-20 00:00:00",83,0,0
419070,"Warhammer: End Times - Vermintide Sigmar's Blessing","dlc",0,"2015-12-03 00:00:00",-1,17,0
323650,"BLACKHOLE: Collector's Edition","dlc",4.99,"2015-05-18 00:00:00",-1,0,0
396400,"Monster High: New Ghoul in School","game",14.99,"2015-12-21 00:00:00",-1,0,0
401078,"Disney Infinity 3.0 - Disney Infinity (1.0 Edition) All Characters Pack","dlc",99.99,"2015-10-29 00:00:00",-1,0,0
208741,"Game of Thrones - Weapon Pack","dlc",2.99,"2012-07-02 00:00:00",-1,0,0
333091,"RPG Maker: Fantastic Buildings - Medieval","dlc",9.99,"2015-01-09 00:00:00",-1,0,0
15140,"Petz® Dogz® 2","game",9.99,"2008-06-13 00:00:00",-1,0,0
295032,"Rocksmith® 2014 – Autograph - “Turn Up The Radio”","dlc",2.99,"2014-10-21 00:00:00",-1,0,0
363800,"Chroma Squad - Soundtrack","dlc",4.99,"2015-04-28 00:00:00",-1,0,0
419020,"Wishmere","game",11.99,"2015-12-16 00:00:00",-1,0,0
73012,"Cities in Motion: Design Classics","dlc",3.99,"2011-04-05 00:00:00",-1,0,0
378020,"Protocol","game",0.99,"2015-08-24 00:00:00",-1,0,1
392700,"Glück Auf","game",3.99,"2015-08-18 00:00:00",-1,0,1
227132,"Assassin’s Creed® III - The Tyranny of King Washington: The Redemption","dlc",7.99,"2013-04-23 00:00:00",-1,17,1
318780,"Dark Scavenger Demo","demo",0,"2014-08-22 00:00:00",-1,0,0
204560,"Confrontation","game",19.99,"2012-04-04 00:00:00",51,0,1
306170,"Cities in Motion 2: Players Choice Vehicle Pack","dlc",4.99,"2014-06-17 00:00:00",-1,0,1
210190,"Rocksmith™ Demo","demo",0,"2012-09-27 00:00:00",-1,0,0
367990,"3D Paraglider","game",1.99,"2015-08-03 00:00:00",-1,0,1
311840,"Wildlife Park","game",6.99,"2015-04-01 00:00:00",-1,0,0
2300,"DOOM II","game",4.99,"2007-08-03 00:00:00",83,0,1
367570,"oO","game",0.99,"2015-07-06 00:00:00",-1,0,0
305186,"Sniper Elite 3 - Eastern Front Weapons Pack","dlc",3.99,"2014-08-15 00:00:00",-1,0,1
204303,"Awesomenauts: Official Soundtrack","dlc",2.99,"2012-08-01 00:00:00",-1,0,1
240820,"Teleglitch: Guns and Tunes","dlc",1.99,"2013-10-08 00:00:00",-1,0,0
421220,"Adventureland","video",3.99,"2016-04-22 00:00:00",-1,0,0
368310,"Marble Muse","game",9.99,"2015-08-14 00:00:00",-1,0,0
10150,"Prototype™","game",19.99,"2009-06-10 00:00:00",79,17,0
342845,"Rocksmith® 2014 – Love Singles Song Pack","dlc",7.99,"2015-05-26 00:00:00",-1,0,0
111010,"The Clockwork Man: The Hidden World","game",9.99,"2011-09-23 00:00:00",-1,0,0
377220,"Deficis","game",14.99,"2015-07-30 00:00:00",-1,0,0
91609,"Sanctum: Yogscave (Free DLC)","dlc",0,"2012-05-03 00:00:00",-1,0,1
407420,"Gabe Newell Simulator","game",3,"2015-12-14 00:00:00",-1,0,0
342785,"Rocksmith® 2014 – The Cars Song Pack","dlc",11.99,"2015-03-03 00:00:00",-1,0,0
281344,"Call of Duty®: Ghosts - 1987 Pack","dlc",1.99,"2014-05-22 00:00:00",-1,17,1
421161,"MX vs. ATV Supercross Encore - Supercross Track Pack 3","dlc",9.99,"2016-01-08 00:00:00",-1,0,1
421240,"Chasing Amy","video",3.99,"2016-04-22 00:00:00",-1,0,0
372480,"Spaceforce Rogue Universe HD","game",12.99,"2015-05-26 00:00:00",-1,0,0
356960,"FSX: Steam Edition - RAAS Professional Add-On","dlc",16.99,"2015-11-03 00:00:00",-1,0,1
209309,"Hero Academy - Shaolin Team Pack","dlc",3.99,"2012-11-14 00:00:00",-1,0,1
32610,"Delta Force Xtreme 2","game",19.99,"2009-06-18 00:00:00",-1,0,1
402591,"Double Fine Adventure!","video",14.99,"2015-10-01 00:00:00",-1,0,0
384350,"Coffin Dodgers Demo","demo",0,"2015-07-27 00:00:00",-1,0,1
298480,"Victory At Sea","game",24.99,"2014-08-08 00:00:00",-1,0,0
388810,"Legions of Steel - Soundtrack","dlc",0.99,"2015-07-22 00:00:00",-1,0,1
271492,"Rocksmith® 2014 – Garbage Song Pack","dlc",7.99,"2014-04-15 00:00:00",-1,0,0
249130,"LEGO® Marvel™ Super Heroes","game",19.99,"2013-10-22 00:00:00",78,0,0
249087,"CoH 2 - German Commander: Luftwaffe Supply Doctrine","dlc",3.99,"2013-11-12 00:00:00",-1,17,1
354330,"Crusader Kings II: Horse Lords","dlc",14.99,"2015-07-14 00:00:00",-1,0,1
7110,"Jade Empire™: Special Edition","game",14.99,"2007-02-27 00:00:00",81,0,0
344730,"Apotheon: Original Soundtrack","dlc",6.99,"2015-02-03 00:00:00",-1,0,0
416210,"Block'hood","game",9.99,"2016-03-09 00:00:00",-1,0,0
395930,"Farm Frenzy: Heave Ho","game",4.99,"2015-08-26 00:00:00",-1,0,0
251530,"Anomaly Korea","game",4.99,"2013-11-06 00:00:00",-1,0,0
383970,"Don't drop the soap","game",0,"2016-05-07 20:16:00",-1,0,0
113204,"Binding of Isaac: Wrath of the Lamb","dlc",2.99,"2012-05-28 00:00:00",-1,0,0
357110,"Official Guide - Millennium 2","dlc",2.99,"2015-04-07 00:00:00",-1,0,0
445513,"Trainz Driver Route: Season Town Northern Railroad","dlc",29.99,"2016-02-17 00:00:00",-1,0,1
342791,"Rocksmith® 2014 – Stiff Little Fingers - “Alternative Ulster”","dlc",2.99,"2015-03-17 00:00:00",-1,0,0
422691,"FIVE: Guardians of David Art Book","dlc",3.99,"2015-12-09 00:00:00",-1,0,0
8330,"Telltale Texas Hold ‘Em","game",2.99,"2008-06-17 00:00:00",-1,0,0
338620,"Far Cry® 4 – Escape From Durgesh Prison","dlc",9.99,"2015-01-13 00:00:00",-1,17,1
205120,"Choplifter HD - Zombie Zombie Zombie","dlc",0,"2012-02-14 00:00:00",-1,0,0
381020,"Sky Rogue","game",9.99,"2015-07-30 00:00:00",-1,0,0
423770,"Our Love Will Grow","game",4.99,"2015-12-04 00:00:00",-1,0,0
451520,"theBlu","game",9.99,"2016-04-05 00:00:00",-1,0,0
70000,"Dino D-Day","game",9.99,"2011-04-08 00:00:00",53,0,1
246250,"Pac-Man Championship Edition DX+: Mountain Course","dlc",1.99,"2013-09-24 00:00:00",-1,0,0
291750,"The Last Crown: Blackenrock","game",0,"1970-01-01 00:00:00",-1,0,0
296990,"Breach & Clear - Frozen Synapse Pack","dlc",3.99,"2014-05-02 00:00:00",-1,0,0
326623,"TERA: Steam-Powered Pack","dlc",59.99,"2015-05-05 00:00:00",-1,0,1
215670,"Home","game",2.99,"2012-08-31 00:00:00",69,0,0
316920,"Real World Racing: Miami","dlc",1.49,"2014-11-06 00:00:00",-1,0,1
320986,"FSX: Steam Edition - VFR Real Scenery Vol. 4 (Northern England)","dlc",16.99,"2015-02-24 00:00:00",-1,0,1
368061,"D4: SWERY's Choice Costume Set -4 Bottles of Tequila-","dlc",0.99,"2015-06-05 00:00:00",-1,0,0
397500,"Labyronia RPG 2","game",1.99,"2015-08-28 00:00:00",-1,0,0
390720,"Anarcute","game",0,"1970-01-01 00:00:00",-1,0,0
384990,"Gon' E-Choo!","game",1.99,"2015-11-25 00:00:00",-1,0,0
202730,"Dynamite Jack","game",9.99,"2012-05-10 00:00:00",-1,0,0
216414,"Hitman: Absolution: Bartoli Custom Gun","dlc",0.99,"2012-11-19 00:00:00",-1,17,0
338190,"Just Get Through","game",4.99,"2015-01-30 00:00:00",-1,0,0
410480,"Sentinels of the Multiverse - Mini-Pack 2","dlc",1.99,"2015-11-20 00:00:00",-1,0,1
269550,"Zoom Player Steam Edition","game",29.99,"2014-04-04 00:00:00",-1,0,0
428020,"The ORPHEUS Ruse","game",3.99,"2015-12-18 00:00:00",-1,0,0
355800,"Space Run Galaxy","game",0,"2016-05-01 00:00:00",-1,0,1
210095,"Street Fighter X Tekken: Gems Assist 3 ","dlc",0.99,"2013-02-06 00:00:00",-1,0,1
225420,"Cities in Motion 2","game",19.99,"2013-04-02 00:00:00",72,0,1
230700,"La-Mulana","game",14.99,"2013-04-15 00:00:00",80,0,0
277769,"Train Simulator: CSX AC6000CW Loco Add-On","dlc",19.99,"2015-04-16 00:00:00",-1,0,0
47870,"Need For Speed: Hot Pursuit","game",19.99,"2010-12-14 00:00:00",86,0,1
351900,"Pregnancy","game",1.99,"2015-03-02 00:00:00",-1,0,0
341480,"Survivalist Demo","demo",0,"2015-01-30 00:00:00",-1,0,0
403940,"Dungelot: Shattered Lands","game",9.99,"2016-02-18 00:00:00",78,0,0
390435,"Rocksmith® 2014 – Megadeth Song Pack II","dlc",11.99,"2016-01-19 00:00:00",-1,0,0
353930,"HIS - Blueprint Pack","dlc",9.99,"2015-03-03 00:00:00",-1,0,1
31220,"Sam & Max: The Devil’s Playhouse ","game",19.99,"2010-04-15 00:00:00",-1,0,0
222624,"Train Simulator: Burlington Northern F45 Loco Add-On","dlc",19.99,"2014-01-03 00:00:00",-1,0,0
432720,"Welkin Road","game",12.99,"2016-04-13 00:00:00",-1,0,0
395560,"Lost Horizon 2","game",19.99,"2015-10-01 00:00:00",60,0,0
426480,"Kill Bill: Volume 2","video",3.99,"2016-04-22 00:00:00",-1,0,0
205170,"Choplifter HD - Ostrich Chopper","dlc",0.99,"2012-02-14 00:00:00",-1,0,0
404020,"PresenZ","game",0,"2016-04-28 00:00:00",-1,0,0
400925,"Disney Infinity 3.0 - Star Wars Rebels Character Pack","dlc",16.99,"2015-10-29 00:00:00",-1,0,0
219750,"Don't Starve Soundtrack","dlc",4.99,"2013-04-23 00:00:00",-1,0,0
384650,"Discouraged Workers - Digital Concept Book","dlc",0.99,"2015-10-21 00:00:00",-1,0,0
401062,"Disney Infinity 3.0 - Anna","dlc",4.99,"2015-10-29 00:00:00",-1,0,0
463950,"Selenon Rising - Episode 2","dlc",0,"2016-05-01 00:00:00",-1,0,0
433190,"CDF Starfighter VR","game",12.99,"2016-04-05 00:00:00",-1,0,0
34330,"Total War: SHOGUN 2","game",29.99,"2011-03-15 00:00:00",-1,0,1
253570,"Gentlemen!","game",4.99,"2013-11-05 00:00:00",-1,0,0
443760,"Coherence","video",3.99,"2016-03-02 00:00:00",-1,0,0
206716,"Cities in Motion: St. Petersburg","dlc",4.99,"2012-07-26 00:00:00",-1,0,0
334782,"Project CARS - Classic Lotus Track Expansion","dlc",7.49,"2015-11-24 00:00:00",-1,0,1
280360,"Interstellaria","game",9.99,"2015-07-17 00:00:00",-1,0,0
305150,"F-777 Song Pack","dlc",0.99,"2014-06-16 00:00:00",-1,0,0
399833,"Awesomenauts - Ghosthouse Announcer","dlc",4.99,"2015-10-21 00:00:00",-1,0,1
421164,"MX vs. ATV Supercross Encore - Copper Canyon Open World","dlc",9.99,"2016-01-08 00:00:00",-1,0,1
303340,"Concursion","game",4.99,"2014-06-06 00:00:00",66,0,0
223750,"DCS World","game",0,"2013-08-02 00:00:00",-1,0,1
55115,"Red Faction: Armageddon Path to War DLC","dlc",6.99,"2011-08-02 00:00:00",-1,17,0
409240,"ePic Character Generator - Season #1: Modern Female","dlc",8.99,"2015-11-04 00:00:00",-1,0,0
401071,"Disney Infinity 3.0 - Crystal  Sulley","dlc",4.99,"2015-10-29 00:00:00",-1,0,0
307590,"Penarium","game",9.99,"2015-09-22 00:00:00",80,0,0
396390,"Barbie and Her Sisters Puppy Rescue","game",14.99,"2015-12-17 00:00:00",-1,0,0
393270,"TSIOQUE Demo","demo",0,"2015-08-13 00:00:00",-1,0,0
368160,"WORLD END ECONOMiCA episode.02","game",12.99,"2015-07-21 00:00:00",-1,0,0
349780,"Fatty Maze's Adventures","game",5.99,"2015-02-19 00:00:00",-1,0,0
268240,"Mechanic Escape","game",4.99,"2014-04-15 00:00:00",-1,0,0
382750,"A Line in the Sand","video",1.99,"2015-07-20 00:00:00",-1,14,0
361620,"True Bliss","game",5.99,"2015-05-22 00:00:00",-1,0,0
463030,"Bottle","game",1.99,"2016-04-21 00:00:00",-1,0,0
369795,"Rocksmith® 2014 – Ritchie Valens - “La Bamba”","dlc",2.99,"2015-08-04 00:00:00",-1,0,0
215970,"Port Royale 3: Harbour Master DLC","dlc",4.99,"2012-10-16 00:00:00",-1,0,1
292960,"RWR:Z","dlc",1.49,"2014-05-19 00:00:00",-1,0,1
342751,"Rocksmith® 2014 – Warrant - “Cherry Pie”","dlc",2.99,"2015-01-20 00:00:00",-1,0,0
210012,"Resident Evil: Operation Raccoon City - Echo Six Expansion Pack 1","dlc",9.99,"2012-09-24 00:00:00",-1,18,1
295221,"Europa Universalis IV: Indian Subcontinent Unit Pack","dlc",1.99,"2014-07-16 00:00:00",-1,0,1
266730,"Saints Row IV - Gamestop Warped Weapon Challenge","dlc",0.99,"2014-02-05 00:00:00",-1,17,0
344410,"Magnetic: Cage Closed","game",14.99,"2015-05-26 00:00:00",61,0,0
251870,"Go! Go! Nippon! ~My First Trip to Japan~","game",9.99,"2014-02-21 00:00:00",-1,13,0
283820,"KAMUI","game",7.99,"2014-12-11 00:00:00",-1,0,0
22631,"Worms Reloaded: Puzzle Pack","dlc",4.99,"2011-06-30 00:00:00",-1,0,1
214790,"The Basement Collection","game",3.99,"2012-08-31 00:00:00",-1,0,0
336320,"POP: Methodology Experiment One - OST","dlc",3.99,"2014-12-10 00:00:00",-1,0,0
258641,"Train Simulator: BR 6MT Clan Class Loco Add-On","dlc",12.99,"2014-11-25 00:00:00",-1,0,0
306510,"CRYENGINE - Sample Assets","game",0,"2014-06-06 00:00:00",-1,0,0
295017,"Rocksmith® 2014 – Foreigner Song Pack","dlc",11.99,"2014-09-30 00:00:00",-1,0,0
347800,"Ghost Song","game",0,"2016-05-07 20:16:00",-1,0,0
222611,"Train Simulator: BNSF ES44DC Loco Add-On","dlc",19.99,"2013-10-17 00:00:00",-1,0,0
294710,"Putt-Putt® and Pep's Dog on a Stick","game",4.99,"2014-05-01 00:00:00",-1,0,0
297642,"RPG Maker: Rebel Rapture Music Pack","dlc",24.99,"2015-06-08 00:00:00",-1,0,0
428311,"Way of the Samurai 3 - Weapon Set","dlc",1.99,"2016-03-23 00:00:00",-1,0,0
404890,"U-Boats","game",4.99,"2016-01-07 00:00:00",-1,0,0
418750,"Wilderness Survivor","dlc",2.99,"2016-02-09 00:00:00",-1,17,0
389630,"Botology - Map ""Barazin"" for Survival Mode","dlc",0.99,"2015-08-17 00:00:00",-1,0,0
401210,"Puzzle Sages","game",1.99,"2016-01-18 00:00:00",-1,0,0
329770,"4089: Ghost Within","game",5.99,"2015-01-09 00:00:00",-1,0,0
35080,"Just Cause 2: Bull's Eye Assault Rifle","dlc",0.99,"2010-06-22 00:00:00",-1,0,0
427640,"The Ables: Freepoint High","game",8.99,"2016-04-07 00:00:00",-1,0,0
443300,"TANE DLC: Indiana Railroad EMD SD9043MAC","dlc",12.99,"2016-02-11 00:00:00",-1,0,1
313020,"Soul Gambler","game",2.99,"2014-07-10 00:00:00",-1,0,0
227563,"Scourge: Outbreak Fan Pack","dlc",0.99,"1970-01-01 00:00:00",-1,17,1
308262,"USFIV: Brawler Vacation Pack","dlc",3.99,"2014-08-11 00:00:00",-1,0,1
375550,"DungeonRift","game",9.99,"2015-07-01 00:00:00",-1,0,0
294907,"Rocksmith® 2014 – 311 - “Down”","dlc",2.99,"2014-05-06 00:00:00",-1,0,0
369812,"Rocksmith® 2014 – Earth, Wind & Fire - “September”","dlc",2.99,"2015-09-01 00:00:00",-1,0,0
213670,"South Park™: The Stick of Truth™","game",29.99,"2014-03-03 00:00:00",-1,0,0
108700,"Death Rally","game",9.99,"2012-08-03 00:00:00",-1,0,1
418240,"Shadow Tactics: Blades of the Shogun","game",0,"1970-01-01 00:00:00",-1,0,0
215536,"Van Helsing: Arcane Mechanic","dlc",3.99,"2013-10-15 00:00:00",-1,0,1
273370,"Ethan: Meteor Hunter Deluxe Content","dlc",6.99,"2014-02-07 00:00:00",-1,0,0
368440,"Pavel Quest Demo","demo",0,"2015-05-13 00:00:00",-1,0,0
9992,"Ghostbusters: Sanctum of Slime Challenge Pack DLC","dlc",1.99,"2011-06-01 00:00:00",43,0,0
279260,"Richard & Alice","game",5.99,"2014-06-05 00:00:00",70,0,0
466580,"GOD's DEATH","game",0,"2016-05-07 20:16:00",-1,0,0
223810,"Ys I & II Chronicles+","game",14.99,"2013-02-14 00:00:00",-1,0,0
230691,"Lords of Football: Super Training","dlc",4.99,"2013-07-08 00:00:00",-1,0,0
394321,"Crusader Kings II: Conclave Content Pack","dlc",4.99,"2016-02-02 00:00:00",-1,0,1
465570,"ParaKrieger","dlc",0,"2016-05-31 00:00:00",-1,0,0
373700,"Lineage II","game",0,"2015-11-12 00:00:00",-1,0,1
317591,"Stronghold Crusader 2: Freedom Fighters mini-campaign","dlc",0.99,"1970-01-01 00:00:00",-1,0,1
335150,"Magic Barrage - Bitferno","game",0,"2015-01-01 00:00:00",-1,0,1
336210,"Just Death","game",14.99,"2016-02-24 00:00:00",-1,0,1
434941,"Dinosaur Hunt - Guns Expansion Pack","dlc",1.99,"2016-02-19 00:00:00",-1,0,0
353640,"Train Valley","game",9.99,"2015-09-16 00:00:00",69,0,0
364100,"Space Robot Samurai Zombie Slayer","game",1.99,"2015-05-21 00:00:00",-1,0,0
21010,"Watchmen: The End is Nigh","game",4.99,"2009-03-04 00:00:00",61,17,1
364410,"Invite the Dwarves to Dinner","dlc",1.99,"2015-04-16 00:00:00",-1,0,0
287720,"Nostradamus: The Last Prophecy","game",4.99,"2014-04-24 00:00:00",70,0,0
22632,"Worms Reloaded: Forts Pack","dlc",4.99,"2011-06-30 00:00:00",-1,0,1
406100,"Angels That Kill Soundtrack","dlc",0,"2015-09-25 00:00:00",-1,0,0
334860,"LEVEL UP! Demo","demo",0,"2014-11-24 00:00:00",-1,0,0
301700,"Numba Deluxe","game",2.99,"2014-05-23 00:00:00",-1,0,0
294925,"Rocksmith® 2014 – Sum 41 - “In Too Deep”","dlc",2.99,"2014-06-03 00:00:00",-1,0,0
346650,"Break the Cube","game",0.99,"2015-01-27 00:00:00",-1,0,0
365160,"Kona","game",9.99,"2016-03-10 00:00:00",-1,0,0
440433,"Life Is Strange™ - Directors' Commentary","dlc",0,"2016-01-19 00:00:00",-1,17,0
291070,"Slip","game",3.99,"2014-04-28 00:00:00",-1,0,0
265380,"Grimind","game",9.99,"2014-02-13 00:00:00",-1,0,0
258345,"Rocksmith® 2014 – The Smashing Pumpkins - “Tonight, Tonight”","dlc",2.99,"2013-10-29 00:00:00",-1,0,0
443390,"Awesomenauts - The Mind Collection Announcer","dlc",3.99,"2016-03-02 00:00:00",-1,0,1
258671,"Train Simulator: BR 266 Loco Add-On","dlc",19.99,"2014-12-05 00:00:00",-1,0,0
430261,"Trove: Collector's Pack","dlc",0,"2015-12-24 00:00:00",-1,0,1
28000,"Kane & Lynch 2: Dog Days","game",9.99,"2010-08-17 00:00:00",66,17,1
386550,"MAGIX Music Maker 2016 Live","game",99.99,"2015-10-19 00:00:00",-1,0,0
219800,"Pro Cycling Manager 2013","game",9.99,"2013-06-20 00:00:00",-1,0,1
294937,"Rocksmith® 2014 – Godsmack - “Love-Hate-Sex-Pain”","dlc",2.99,"2014-06-17 00:00:00",-1,0,0
2630,"Call of Duty® 2","game",19.99,"2006-10-13 00:00:00",86,0,1
445390,"The Brookhaven Experiment Demo","demo",0,"2016-02-24 00:00:00",-1,0,0
256556,"DB BR420 Munich Airport Line Add-on Livery","dlc",4.99,"2009-01-01 00:00:00",-1,0,0
277680,"About Love, Hate and the other ones","game",6.99,"2014-12-12 00:00:00",-1,0,0
342770,"Rocksmith® 2014 – Jane’s Addiction - “Mountain Song”","dlc",2.99,"2015-02-17 00:00:00",-1,0,0
95300,"Capsized","game",9.99,"2011-04-29 00:00:00",80,0,0
227700,"Firefall","game",0,"2014-07-29 00:00:00",60,0,1
24441,"King Arthur: Legendary Artifacts DLC","dlc",1.99,"2010-01-19 00:00:00",-1,0,1
436611,"Rocksmith® 2014 – Crobot Song Pack","dlc",7.99,"2016-04-26 00:00:00",-1,0,0
248160,"Stronghold Kingdoms Starter Pack","dlc",19.99,"2013-11-04 00:00:00",-1,0,1
264840,"Realms of Arkania: Blade of Destiny - For the Gods DLC","dlc",2.99,"2014-02-07 00:00:00",-1,0,0
361160,"Steamalot: Epoch's Journey","game",4.99,"2015-08-31 00:00:00",-1,0,1
393970,"Burning Man: Beyond Black Rock","video",1.99,"2015-08-21 00:00:00",-1,0,0
25808,"Europa Universalis III: Divine Wind","game",9.99,"2011-01-21 00:00:00",71,0,1
212580,"The Amazing Spider-Man™","game",39.99,"2012-09-25 00:00:00",-1,0,0
57800,"Doc Clock: The Toasted Sandwich of Time","game",4.99,"2010-10-15 00:00:00",62,0,0
408550,"Puzzle Strike - Shadows Characters","dlc",14.99,"2015-12-21 00:00:00",-1,0,1
337660,"PAYDAY 2: The Diamond Heist","dlc",3.99,"2014-12-16 00:00:00",-1,18,0
368650,"Dark Echo","game",2.99,"2015-05-11 00:00:00",-1,0,0
73120,"Magicka: Grimnir's Laboratory","dlc",0.99,"2012-10-29 00:00:00",-1,0,1
428970,"The Secret World: Issue 11 - Reaping the Whirlwind - Collector's Edition","dlc",24.99,"2016-02-04 00:00:00",-1,17,1
338710,"Urja","game",9.99,"2015-01-09 00:00:00",-1,0,0
256532,"Class 31 Regional Railways Add-on Livery","dlc",4.99,"2014-04-15 00:00:00",-1,0,0
395260,"Shadowrun: Hong Kong - Extended Edition Deluxe Upgrade DLC","dlc",9.99,"2015-08-20 00:00:00",-1,0,0
360099,"Fantasy Grounds - D&D Rogue Class Pack","dlc",2.99,"2015-04-07 00:00:00",-1,0,1
421200,"Demented - Soundtrack","dlc",0.99,"2015-11-19 00:00:00",-1,0,0
251830,"Stick it to The Man!","game",14.99,"2013-12-13 00:00:00",83,0,0
404580,"Relive","game",0,"2015-10-15 00:00:00",-1,0,0
338070,"????????? ????????","game",34.99,"2015-01-08 00:00:00",-1,0,0
63610,"Riven: The Sequel to MYST","game",5.99,"2010-08-04 00:00:00",83,0,0
225828,"Borderlands 2: Gunzerker Domination Pack","dlc",0.99,"2013-01-22 00:00:00",-1,17,0
285070,"Between Me and The Night","game",14.99,"2016-01-22 00:00:00",62,0,0
231410,"Kerbal Space Program Demo","demo",0,"1970-01-01 00:00:00",-1,0,0
386490,"Wanda - A Beautiful Apocalypse","game",0,"1970-01-01 00:00:00",-1,0,0
338163,"Europa Universalis IV: Common Sense","dlc",14.99,"2015-06-09 00:00:00",-1,0,1
409257,"ePic Character Generator - Season #2: Male Sci-fi","dlc",5.99,"2015-11-05 00:00:00",-1,0,0
329610,"R.B.I. Baseball 15","game",19.99,"2015-04-30 00:00:00",-1,0,1
454230,"Sacred Line Genesis Remix","game",0,"2016-06-01 00:00:00",-1,0,0
380950,"Bocce Revolution","game",19.99,"2015-10-23 00:00:00",-1,0,1
356810,"Choice of the Petal Throne Demo","demo",0,"2015-04-10 00:00:00",-1,0,0
439590,"Naruto Shippuden the Movie","video",3.99,"2016-02-04 00:00:00",-1,0,0
272230,"Sub Rosa","game",0,"2016-05-07 20:16:00",-1,0,1
113020,"Monaco: What's Yours Is Mine","game",14.99,"2013-04-24 00:00:00",83,0,1
201680,"Dungeon Defenders Demo","demo",0,"2011-10-19 00:00:00",81,0,1
262940,"Broken Sword 5 - the Serpent's Curse","game",24.99,"2013-12-04 00:00:00",-1,0,0
328812,"The Mighty Quest For Epic Loot - Mage Pack","dlc",9.99,"2014-10-23 00:00:00",-1,0,1
299540,"Heroes Rise: The Prodigy","game",2.99,"2014-06-17 00:00:00",-1,0,0
299350,"OMSI 2 Add-on Three Generations","dlc",9.99,"2014-12-03 00:00:00",-1,0,0
271944,"DARK SOULS™ II Crown of the Ivory King","dlc",9.99,"2014-09-29 00:00:00",-1,0,1
208792,"Tomb Raider: Scavenger Bandit","dlc",0.99,"2013-03-26 00:00:00",-1,0,1
443440,"Sentinels of the Multiverse - Soundtrack (Volume 4)","dlc",4.99,"2016-02-10 00:00:00",-1,0,1
269590,"Claustrophobia: The Downward Struggle","game",4.99,"2014-09-09 00:00:00",-1,0,0
409330,"Omnipresent - Soundtrack","dlc",0.99,"2015-10-15 00:00:00",-1,0,0
436574,"Rocksmith® 2014 – Hole - “Celebrity Skin”","dlc",2.99,"2016-03-08 00:00:00",-1,0,0
375160,"Discouraged Workers - Original Sound Track","dlc",4.99,"2015-09-14 00:00:00",-1,0,0
234781,"Call of Duty®: Black Ops II - South American Flags of the World Calling Card Pack","dlc",0.99,"2013-04-12 00:00:00",-1,17,1
23550,"Earth Defense Force Battle Armor Weapon Chest","dlc",0.99,"2011-12-20 00:00:00",-1,0,0
11560,"Maelstrom: The Battle for Earth Begins","game",4.99,"2009-02-13 00:00:00",58,0,0
215853,"Magic 2014 ""Lord of Darkness"" Deck Key","dlc",0.99,"2013-09-18 00:00:00",-1,0,1
262490,"Manga Maker Comipo","game",49.99,"2014-03-07 00:00:00",-1,0,0
341090,"On A Roll 3D","game",3.99,"2015-02-12 00:00:00",-1,0,0
320380,"Raid Mode: Weapon Storage A","dlc",1.99,"2015-02-24 00:00:00",-1,0,0
337130,"Bosch's Damnation","game",11.99,"2015-07-21 00:00:00",-1,0,0
48806,"Ship Simulator Extremes: Ocean Cruise Ship","dlc",3.99,"2012-02-23 00:00:00",-1,0,1
70120,"Hacker Evolution Duality","game",19.99,"2011-08-15 00:00:00",-1,0,0
71165,"Streets of Rage 2","game",2.99,"2011-01-26 00:00:00",-1,0,0
425860,"Vector Assault","game",4.99,"2015-12-10 00:00:00",-1,0,0
325989,"Train Simulator: LMS Coronation Class ""Duchess of Hamilton"" Loco Add-On","dlc",19.99,"2015-11-19 00:00:00",-1,0,0
451330,"IS Defense Editor","game",0,"2016-04-29 00:00:00",-1,0,0
275610,"Warhammer 40,000: Kill Team","game",9.99,"2014-05-22 00:00:00",-1,0,0
426380,"Cop Land","video",3.99,"2016-04-22 00:00:00",-1,0,0
361770,"Mortal Kombat: Legacy","video",0,"2015-04-06 00:00:00",-1,17,0
362370,"Dog Fight","game",10.99,"2016-01-25 00:00:00",-1,0,1
24449,"King Arthur: The Druids","dlc",3.99,"2011-02-03 00:00:00",-1,0,1
305131,"Villagers and Heroes: Midsummer's Eve Lantern Pack","dlc",14.99,"2014-06-03 00:00:00",-1,0,0
436610,"Rocksmith® 2014 – Crobot - “Fly on the Wall”","dlc",2.99,"2016-04-26 00:00:00",-1,0,0
422250,"ShipLord","game",7.99,"2015-12-02 00:00:00",-1,0,0
291770,"The Last Crown: Midnight Horror","game",4.99,"2015-10-29 00:00:00",-1,0,0
453000,"TheWave","game",0,"1970-01-01 00:00:00",-1,0,1
306640,"Battle Academy 2: Eastern Front","game",39.99,"2014-09-12 00:00:00",78,0,1
417851,"Hyperdimension Neptunia U Difficult Quest","dlc",0.99,"2016-03-21 00:00:00",-1,0,0
345310,"My Family Creative Studio","game",6.99,"2015-01-28 00:00:00",-1,0,0
279540,"Pretentious Game","game",4.99,"2014-05-20 00:00:00",-1,0,0
282900,"Hyperdimension Neptunia Re;Birth1","game",29.99,"2015-01-29 00:00:00",72,0,0
409653,"ePic Character Generator - Pro Version","dlc",49.99,"2015-11-04 00:00:00",-1,0,0
322361,"theHunter : Trailrunner Starter Pack","dlc",49.99,"2014-10-24 00:00:00",-1,0,1
249570,"The Castle Doctrine","game",15.99,"2014-01-29 00:00:00",58,0,1
429800,"Thank You For Playing: Iconic Video Game Magazines","video",2.99,"2016-03-14 00:00:00",-1,0,0
